Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
NueGo,A/C Seater (2+2),09:30,13:05,03h 35m,338.0,38 Seats available,4.6,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
NueGo,A/C Seater (2+2),10:30,14:05,03h 35m,238.0,38 Seats available,4.4,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
NueGo,A/C Seater (2+2),16:30,20:10,03h 40m,238.0,39 Seats available,4.4,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
APSRTC - 6523,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:45,11:00,03h 15m,226.0,24 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
APSRTC - 6019,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,12:15,04h 00m,235.0,33 Seats available,4.9,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
APSRTC - 5678,Express(Non AC Seater),08:30,11:30,03h 00m,143.0,34 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
APSRTC - 5724,Express(Non AC Seater),09:30,13:00,03h 30m,157.0,30 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
APSRTC - 47136,Express(Non AC Seater),10:30,14:00,03h 30m,157.0,33 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
APSRTC - 9267,INDRA(A.C. Seater),10:30,14:15,03h 45m,279.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
APSRTC - 9126,Express(Non AC Seater),11:15,14:30,03h 15m,157.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
APSRTC - 6225,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:00,18:45,03h 45m,226.0,32 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
APSRTC - 5769,Express(Non AC Seater),17:30,20:45,03h 15m,157.0,39 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
APSRTC - 47135,Express(Non AC Seater),20:15,23:15,03h 00m,143.0,40 Seats available,3.6,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
VEERA & SRI KALESWARI TRAVELS,Non A/C Seater / Sleeper (2+1),20:00,02:00,06h 00m,399.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:05,02:00,05h 55m,399.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15,02:00,05h 45m,399.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),20:40,02:00,05h 20m,398.0,29 Seats available,2.5,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
HARITHA TRAVELS,A/C Seater / Sleeper (2+1),20:40,02:45,06h 05m,449.0,27 Seats available,2.5,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
APSRTC - 4266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,16:10,07h 10m,483.0,9 Seats available,4.1,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:50,06h 50m,451.0,31 Seats available,4.3,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4246,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,00:03,08h 03m,483.0,32 Seats available,4.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:45,06h 15m,451.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:40,05h 40m,483.0,29 Seats available,3.5,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4250,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:02,05h 47m,483.0,32 Seats available,3.7,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:30,05h 45m,483.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4188,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,03:45,05h 55m,483.0,28 Seats available,4.1,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4198,INDRA(A.C. Seater),22:00,03:20,05h 20m,527.0,33 Seats available,4.4,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4252,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,04:00,05h 55m,483.0,19 Seats available,3.6,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,04:16,06h 01m,654.0,43 Seats available,4.1,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4611,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:00,05h 45m,483.0,23 Seats available,3.8,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4214,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,03:05,04h 35m,595.0,45 Seats available,3.8,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4628,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:30,06h 00m,451.0,16 Seats available,3.8,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4212,STAR LINER(NON-AC SLEEPER 2+1),22:40,04:00,05h 20m,626.0,14 Seats available,4.2,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,509.0,29 Seats available,4.7,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),22:15,06:00,07h 45m,739.0,31 Seats available,4.7,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Zingbus Plus,A/C Seater / Sleeper (2+1),22:35,06:00,07h 25m,435.0,30 Seats available,4.8,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
IntrCity SmartBus,AC Sleeper (2+1),22:35,05:10,06h 35m,669.0,27 Seats available,4.6,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Zingbus Plus,A/C Seater / Sleeper (2+1),21:45,05:10,07h 25m,442.0,31 Seats available,4.5,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 6008,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),00:50,04:20,03h 30m,524.0,10 Seats available,4.9,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6014,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:45,11:00,05h 15m,353.0,15 Seats available,3.8,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 50012,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,12:00,05h 15m,353.0,25 Seats available,4.3,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6004,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,13:30,05h 15m,353.0,21 Seats available,4.1,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6016,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,14:30,05h 15m,353.0,33 Seats available,2.7,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 50078,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:15,15:50,05h 35m,353.0,33 Seats available,3.6,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 50061,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,16:30,05h 15m,353.0,27 Seats available,3.7,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 9252,INDRA(A.C. Seater),11:30,17:00,05h 30m,422.0,38 Seats available,3.8,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 50102,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",12:30,18:00,05h 30m,330.0,37 Seats available,3.5,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 50804,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,18:40,05h 40m,353.0,34 Seats available,3.8,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6006,INDRA(A.C. Seater),13:15,18:15,05h 00m,422.0,26 Seats available,4.2,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 50191,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:15,19:30,05h 15m,524.0,44 Seats available,3.4,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 9488,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:25,05h 55m,353.0,33 Seats available,3.6,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 9256,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:45,21:00,05h 15m,524.0,40 Seats available,3.7,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 50144,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,23:00,05h 15m,353.0,34 Seats available,3.0,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),00:50,06:10,05h 20m,500.0,18 Seats available,4.1,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
Amara Tours And Travels,A/C Seater / Sleeper (2+1),01:00,05:50,04h 50m,649.0,19 Seats available,0.0,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),23:00,04:30,05h 30m,280.0,10 Seats available,3.4,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),23:30,04:35,05h 05m,750.0,19 Seats available,4.5,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
PRL BUS,Non A/C Seater / Sleeper (2+1),23:30,06:00,06h 30m,500.0,27 Seats available,3.6,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 5596,SAPTAGIRI EXPRESS,04:15,07:15,03h 00m,162.0,43 Seats available,3.5,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5538,SAPTAGIRI EXPRESS,05:15,08:15,03h 00m,162.0,41 Seats available,4.0,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47479,INDRA(A.C. Seater),06:00,09:00,03h 00m,253.0,35 Seats available,4.2,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5598,SAPTAGIRI EXPRESS,06:15,09:15,03h 00m,162.0,44 Seats available,3.2,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47016,INDRA(A.C. Seater),07:00,10:00,03h 00m,253.0,37 Seats available,4.4,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47517,Express(Non AC Seater),07:30,10:30,03h 00m,162.0,37 Seats available,4.6,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47085,INDRA(A.C. Seater),08:00,11:00,03h 00m,253.0,37 Seats available,4.1,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5548,SAPTAGIRI EXPRESS,08:45,11:45,03h 00m,162.0,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 50109,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",08:50,12:30,03h 40m,204.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5536,SAPTAGIRI EXPRESS,09:45,12:45,03h 00m,162.0,46 Seats available,4.5,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47493,INDRA(A.C. Seater),10:00,13:00,03h 00m,253.0,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5566,SAPTAGIRI EXPRESS,10:15,13:15,03h 00m,162.0,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47483,INDRA(A.C. Seater),11:00,14:00,03h 00m,253.0,38 Seats available,3.3,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 5554,SAPTAGIRI EXPRESS,11:15,14:15,03h 00m,162.0,46 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 47045,INDRA(A.C. Seater),12:00,15:00,03h 00m,253.0,38 Seats available,2.4,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
NueGo,A/C Seater (2+2),05:00,08:35,03h 35m,338.0,5 Seats available,4.4,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
NueGo,A/C Seater (2+2),10:30,14:15,03h 45m,338.0,42 Seats available,4.3,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
NueGo,A/C Seater (2+2),16:30,20:05,03h 35m,338.0,38 Seats available,4.6,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
NueGo,A/C Seater (2+2),16:35,20:10,03h 35m,338.0,42 Seats available,4.0,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
NueGo,A/C Seater (2+2),18:00,21:55,03h 55m,338.0,39 Seats available,4.2,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Tirupati to Chennai
APSRTC - 4410,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:15,09:54,08h 39m,605.0,33 Seats available,2.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4446,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:15,10:54,08h 39m,605.0,33 Seats available,2.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4382,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:15,11:54,08h 39m,605.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3465,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,13:30,09h 30m,605.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4508,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,14:00,09h 15m,605.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 4412,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,14:40,09h 10m,605.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3491,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),06:00,13:45,07h 45m,929.0,43 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 9335,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,16:09,09h 09m,605.0,33 Seats available,4.3,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3427,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),07:00,14:45,07h 45m,929.0,45 Seats available,4.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
APSRTC - 3146,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,16:30,09h 00m,605.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Visakhapatnam to Vijayawada
