Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
TGSRTC - 7246,Super Luxury (Non AC Seater 2+2 Push Back),07:20,12:50,05h 30m,392.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 7159,Super Luxury (Non AC Seater 2+2 Push Back),08:15,13:45,05h 30m,392.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 7105,Super Luxury (Non AC Seater 2+2 Push Back),10:30,16:15,05h 45m,392.0,27 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 7163,Super Luxury (Non AC Seater 2+2 Push Back),11:00,16:30,05h 30m,392.0,30 Seats available,4.8,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 8019,Rajdhani (AC Semi Sleeper 2+2),11:45,16:40,04h 55m,476.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 8015,Rajdhani (AC Semi Sleeper 2+2),12:15,18:05,05h 50m,476.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 8191,LAHARI A/C SLEEPER CUM SEATER,12:30,18:15,05h 45m,476.0,40 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 7260,Super Luxury (Non AC Seater 2+2 Push Back),12:30,18:00,05h 30m,392.0,31 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 8026,LAHARI A/C SLEEPER CUM SEATER,13:00,18:45,05h 45m,476.0,42 Seats available,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 9503,RAJDHANI (A.C. Semi Sleeper),13:00,18:30,05h 30m,476.0,30 Seats available,1.9,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 8045,Lahari Non A/C Sleeper Cum Seater,13:30,19:15,05h 45m,392.0,30 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),03:40,09:45,06h 05m,500.0,8 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),05:00,08:55,03h 55m,700.0,21 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 9508,RAJDHANI (A.C. Semi Sleeper),00:15,04:35,04h 20m,420.0,35 Seats available,2.6,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 9512,RAJDHANI (A.C. Semi Sleeper),00:25,04:15,03h 50m,420.0,34 Seats available,2.7,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 7194,Super Luxury (Non AC Seater 2+2 Push Back),01:00,05:20,04h 20m,347.0,1 Seat available,3.5,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 7104,Super Luxury (Non AC Seater 2+2 Push Back),04:30,08:45,04h 15m,347.0,1 Seat available,1.0,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 7301,Super Luxury (Non AC Seater 2+2 Push Back),04:45,08:15,03h 30m,347.0,20 Seats available,4.1,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 7200,Super Luxury (Non AC Seater 2+2 Push Back),06:15,10:35,04h 20m,347.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 9502,RAJDHANI (A.C. Semi Sleeper),07:00,11:15,04h 15m,420.0,32 Seats available,3.2,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 7231,Super Luxury (Non AC Seater 2+2 Push Back),07:30,12:00,04h 30m,347.0,31 Seats available,4.4,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 9500,RAJDHANI (A.C. Semi Sleeper),08:00,12:25,04h 25m,420.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 7268,Super Luxury (Non AC Seater 2+2 Push Back),08:30,12:50,04h 20m,347.0,31 Seats available,4.5,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 7270,Super Luxury (Non AC Seater 2+2 Push Back),10:00,14:20,04h 20m,347.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 7330,Super Luxury (Non AC Seater 2+2 Push Back),11:00,15:15,04h 15m,347.0,26 Seats available,2.5,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 7272,Super Luxury (Non AC Seater 2+2 Push Back),13:00,17:15,04h 15m,347.0,30 Seats available,4.5,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 7208,Super Luxury (Non AC Seater 2+2 Push Back),14:00,18:20,04h 20m,347.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 9506,RAJDHANI (A.C. Semi Sleeper),14:30,18:50,04h 20m,420.0,33 Seats available,3.0,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),17:00,21:55,04h 55m,590.0,31 Seats available,2.7,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
Pawan Travels Balaghat,NON A/C Seater / Sleeper (2+2),03:30,08:00,04h 30m,1170.0,40 Seats available,3.1,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 1631,Rajdhani (AC Semi Sleeper 2+2),00:01,04:30,04h 29m,351.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 1625,RAJDHANI (A.C. Semi Sleeper),02:30,05:30,03h 00m,351.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 1463,RAJDHANI (A.C. Semi Sleeper),03:00,06:35,03h 35m,351.0,33 Seats available,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 40862,Super Luxury (Non AC Seater 2+2 Push Back),03:30,07:00,03h 30m,289.0,31 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 4771,Rajdhani (AC Semi Sleeper 2+2),04:00,09:30,05h 30m,351.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 1467,Rajdhani (AC Semi Sleeper 2+2),04:15,07:50,03h 35m,351.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 40231,Super Luxury (Non AC Seater 2+2 Push Back),05:00,08:35,03h 35m,289.0,31 Seats available,4.8,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 40431,Super Luxury (Non AC Seater 2+2 Push Back),05:30,09:05,03h 35m,289.0,27 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 40030,Super Luxury (Non AC Seater 2+2 Push Back),06:15,09:50,03h 35m,289.0,31 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 1343,Rajdhani (AC Semi Sleeper 2+2),07:00,12:25,05h 25m,351.0,31 Seats available,2.6,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 1425,RAJDHANI (A.C. Semi Sleeper),07:30,13:00,05h 30m,351.0,35 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 41062,Super Luxury (Non AC Seater 2+2 Push Back),08:05,13:20,05h 15m,289.0,31 Seats available,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 41262,Super Luxury (Non AC Seater 2+2 Push Back),08:35,13:50,05h 15m,289.0,31 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 41462,Super Luxury (Non AC Seater 2+2 Push Back),09:05,14:20,05h 15m,289.0,31 Seats available,4.6,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 40477,Super Luxury (Non AC Seater 2+2 Push Back),11:15,15:50,04h 35m,289.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),05:00,10:30,05h 30m,383.0,19 Seats available,4.8,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),09:30,15:05,05h 35m,459.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater/Sleeper (2+1),10:30,15:55,05h 25m,383.0,24 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),11:00,16:15,05h 15m,542.0,44 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
NueGo,Electric A/C Seater (2+2),11:30,16:55,05h 25m,383.0,34 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
TGSRTC - 1777,Super Luxury (Non AC Seater 2+2 Push Back),09:30,20:50,11h 20m,732.0,26 Seats available,2.4,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 8265,Super Luxury (Non AC Seater 2+2 Push Back),10:30,22:00,11h 30m,732.0,30 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 6762,Super Luxury (Non AC Seater 2+2 Push Back),11:30,23:00,11h 30m,732.0,28 Seats available,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 2085,Super Luxury (Non AC Seater 2+2 Push Back),12:50,03:20,14h 30m,732.0,27 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 2429,Super Luxury (Non AC Seater 2+2 Push Back),14:30,03:30,13h 00m,802.0,29 Seats available,2.8,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 1962,Super Luxury (Non AC Seater 2+2 Push Back),14:55,03:30,12h 35m,732.0,30 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 1711,Super Luxury (Non AC Seater 2+2 Push Back),15:00,03:30,12h 30m,732.0,20 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 4457,Super Luxury (Non AC Seater 2+2 Push Back),15:00,03:40,12h 40m,764.0,4 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 7452,Super Luxury (Non AC Seater 2+2 Push Back),15:45,04:30,12h 45m,732.0,31 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 2014,Super Luxury (Non AC Seater 2+2 Push Back),15:45,05:45,14h 00m,732.0,25 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 2855,Lahari A/C sleeper,16:00,05:45,13h 45m,1114.0,26 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 2474,Super Luxury (Non AC Seater 2+2 Push Back),16:30,04:00,11h 30m,732.0,22 Seats available,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 9595,Lahari A/C sleeper,16:30,05:40,13h 10m,1114.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 7649,Super Luxury (Non AC Seater 2+2 Push Back),16:40,05:30,12h 50m,732.0,29 Seats available,4.4,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 1759,Super Luxury (Non AC Seater 2+2 Push Back),16:45,05:50,13h 05m,732.0,28 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Zingbus Plus,A/C Sleeper (2+1),20:50,07:50,11h 00m,747.0,28 Seats available,4.6,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Zingbus Plus,A/C Sleeper (2+1),22:30,09:15,10h 45m,831.0,25 Seats available,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
IntrCity SmartBus,AC Sleeper (2+1),21:30,07:20,09h 50m,909.0,25 Seats available,4.6,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
Vikram Travels,A/C Sleeper (2+1),20:20,08:30,12h 10m,899.0,24 Seats available,4.6,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
IntrCity SmartBus,AC Sleeper (2+1),22:30,08:05,09h 35m,899.0,29 Seats available,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TGSRTC - 1009,Super Luxury (Non AC Seater 2+2 Push Back),04:00,12:10,08h 10m,471.0,24 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 1029,Super Luxury (Non AC Seater 2+2 Push Back),05:45,13:55,08h 10m,471.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 1297,LAHARI A/C SLEEPER CUM SEATER,06:00,12:45,06h 45m,502.0,21 Seats available,4.8,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 88588,Lahari Non A/C Sleeper Cum Seater,06:45,15:50,09h 05m,471.0,38 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 4493,Super Luxury (Non AC Seater 2+2 Push Back),07:45,15:30,07h 45m,471.0,29 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 7143,Super Luxury (Non AC Seater 2+2 Push Back),08:45,17:10,08h 25m,471.0,32 Seats available,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 1003,Super Luxury (Non AC Seater 2+2 Push Back),09:15,17:25,08h 10m,471.0,29 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 1920,LAHARI A/C SLEEPER CUM SEATER,09:15,16:30,07h 15m,502.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 2994,LAHARI A/C SLEEPER CUM SEATER,10:45,19:05,08h 20m,502.0,36 Seats available,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 1001,LAHARI A/C SLEEPER CUM SEATER,15:15,23:35,08h 20m,546.0,25 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 1037,Super Luxury (Non AC Seater 2+2 Push Back),16:15,00:55,08h 40m,471.0,29 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 1956,Super Luxury (Non AC Seater 2+2 Push Back),16:35,03:15,10h 40m,471.0,24 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 8207,Super Luxury (Non AC Seater 2+2 Push Back),17:00,23:50,06h 50m,471.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 1294,Lahari A/C sleeper,17:15,01:30,08h 15m,684.0,25 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 1013,LAHARI A/C SLEEPER CUM SEATER,18:00,03:55,09h 55m,502.0,36 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Sri Balaji Transports,A/C Sleeper (2+1),21:29,06:00,08h 31m,999.0,21 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
IntrCity SmartBus,AC Sleeper (2+1),23:00,05:30,06h 30m,799.0,28 Seats available,4.6,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Al madeena Travels,Non A/C Seater / Sleeper (2+1),22:05,06:15,08h 10m,549.0,30 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
Sri Balaji Transports,A/C Seater / Sleeper (2+1),21:25,05:45,08h 20m,700.0,34 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:45,03:00,07h 15m,609.0,33 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Hyderabad to Anantapur (andhra pradesh)
TGSRTC - 6006,Super Luxury (Non AC Seater 2+2 Push Back),00:05,04:20,04h 15m,312.0,25 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 6004,Super Luxury (Non AC Seater 2+2 Push Back),01:15,05:35,04h 20m,312.0,31 Seats available,2.8,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 8127,RAJDHANI (A.C. Semi Sleeper),04:45,09:25,04h 40m,377.0,32 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 6021,Super Luxury (Non AC Seater 2+2 Push Back),05:00,09:30,04h 30m,312.0,31 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 7990,Super Luxury (Non AC Seater 2+2 Push Back),05:30,10:25,04h 55m,310.0,30 Seats available,4.9,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 7517,Super Luxury (Non AC Seater 2+2 Push Back),06:00,10:30,04h 30m,312.0,31 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 1137,Garuda Plus (Volvo/Benz AC Multi Axle Semi Sleeper 2+2),06:15,10:40,04h 25m,377.0,29 Seats available,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 7992,Super Luxury (Non AC Seater 2+2 Push Back),06:30,11:25,04h 55m,310.0,31 Seats available,4.6,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 8199,RAJDHANI (A.C. Semi Sleeper),06:45,11:10,04h 25m,377.0,35 Seats available,2.8,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 6069,Super Luxury (Non AC Seater 2+2 Push Back),07:00,11:30,04h 30m,312.0,31 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 7879,Super Luxury (Non AC Seater 2+2 Push Back),07:00,11:55,04h 55m,310.0,30 Seats available,4.6,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 7988,RAJDHANI (A.C. Semi Sleeper),09:00,13:55,04h 55m,377.0,45 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 4005,Super Luxury (Non AC Seater 2+2 Push Back),09:00,12:30,03h 30m,312.0,31 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 8104,Super Luxury (Non AC Seater 2+2 Push Back),11:00,15:55,04h 55m,310.0,31 Seats available,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 6008,Super Luxury (Non AC Seater 2+2 Push Back),12:20,17:00,04h 40m,312.0,31 Seats available,2.2,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
Anish Travels,Non A/C Seater / Sleeper (2+1),02:30,06:30,04h 00m,500.0,24 Seats available,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
SLVR Travels,Non A/C Seater / Sleeper (2+1),03:30,07:10,03h 40m,405.0,23 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
Orange Tours And Travels,A/C Seater / Sleeper (2+1),04:40,08:00,03h 20m,350.0,34 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
VKV Travels,A/C Sleeper (2+1),06:00,10:40,04h 40m,703.0,33 Seats available,4.6,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),17:30,21:00,03h 30m,500.0,45 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TGSRTC - 9444,Super Luxury (Non AC Seater 2+2 Push Back),00:10,04:25,04h 15m,392.0,26 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 7291,LAHARI A/C SLEEPER CUM SEATER,04:00,08:30,04h 30m,476.0,32 Seats available,1.1,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 7226,Super Luxury (Non AC Seater 2+2 Push Back),05:30,11:00,05h 30m,392.0,22 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 8189,Lahari Non A/C Sleeper Cum Seater,05:30,11:15,05h 45m,392.0,43 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 7246,Super Luxury (Non AC Seater 2+2 Push Back),07:20,12:50,05h 30m,392.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 7159,Super Luxury (Non AC Seater 2+2 Push Back),08:15,13:45,05h 30m,392.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 7105,Super Luxury (Non AC Seater 2+2 Push Back),10:30,16:15,05h 45m,392.0,27 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 7163,Super Luxury (Non AC Seater 2+2 Push Back),11:00,16:30,05h 30m,392.0,30 Seats available,4.8,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 8019,Rajdhani (AC Semi Sleeper 2+2),11:45,16:40,04h 55m,476.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 8015,Rajdhani (AC Semi Sleeper 2+2),12:15,18:05,05h 50m,476.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 8191,LAHARI A/C SLEEPER CUM SEATER,12:30,18:15,05h 45m,476.0,40 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 7260,Super Luxury (Non AC Seater 2+2 Push Back),12:30,18:00,05h 30m,392.0,31 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 8026,LAHARI A/C SLEEPER CUM SEATER,13:00,18:45,05h 45m,476.0,42 Seats available,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 9503,RAJDHANI (A.C. Semi Sleeper),13:00,18:30,05h 30m,476.0,30 Seats available,1.9,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 8045,Lahari Non A/C Sleeper Cum Seater,13:30,19:15,05h 45m,392.0,30 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),03:40,09:45,06h 05m,500.0,8 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),05:00,08:55,03h 55m,700.0,21 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
TGSRTC - 9508,RAJDHANI (A.C. Semi Sleeper),00:15,04:35,04h 20m,420.0,35 Seats available,2.6,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
TGSRTC - 9512,RAJDHANI (A.C. Semi Sleeper),00:25,04:15,03h 50m,420.0,34 Seats available,2.7,https://www.redbus.in/bus-tickets/peddapalli-telangana-to-hyderabad,Peddapalli (Telangana) to Hyderabad
